catcherid,balls,strikes,is_lhb,is_lhp,is_strike,is_swing,is_miss,is_ballinplay,px,pz,SpinRate,InducedVerticalBreak,HorizontalBreak,Pitch_Type
1,0,0,0,0,1,0,0,0,-0.222,3.351,1992.526191,2.369996771,-6.539812848,Slider
3,2,2,1,1,0,1,0,1,0.613,2.339,2093.360823,11.63909198,-10.37984982,FourSeam Fastball
1,0,1,0,0,1,1,1,0,-0.198,3.456,1876.848091,-1.295944348,-4.342210576,Slider
1,0,2,0,0,0,0,0,0,-0.921,3.621,2067.673896,16.09364794,0.292952474,FourSeam Fastball
1,1,2,0,0,1,1,0,0,-0.064,1.626,1862.593452,-18.09003164,-5.772012994,Curveball
1,1,2,0,0,1,1,0,0,-0.67,1.585,2014.387275,4.600025162,-5.446980283,Slider
1,1,2,0,0,0,1,0,1,-0.344,1.971,2059.665351,-15.69654848,-6.239380166,Curveball
1,0,0,0,0,1,0,0,0,-0.525,2.096,1977.767036,5.235861763,-4.13898544,Slider
1,0,1,0,0,1,1,1,0,0.041,2.06,1668.933174,-15.77262689,-3.051644608,Curveball
1,0,2,0,0,1,1,0,0,-0.462,3.295,2075.888984,18.37178706,2.728244022,FourSeam Fastball
1,0,2,0,0,0,0,0,0,-1.251,1.158,1703.110786,-14.74525262,-4.223162457,Curveball
1,1,2,0,0,0,0,0,0,-1.17,2.525,1673.352729,-13.51189901,-2.786715791,Curveball
1,2,2,0,0,1,1,1,0,-1.063,2.655,1839.835273,3.032885298,-4.453903005,Slider
3,0,0,0,0,1,0,0,0,-0.901,2.722,2235.253401,13.41046382,9.492154688,FourSeam Fastball
3,0,1,0,0,0,1,0,1,0.348,1.229,NULL,1.816157833,12.06503353,Splitter
3,0,0,1,0,0,0,0,0,-0.72,0.958,2204.759993,17.81125881,11.32672366,FourSeam Fastball
3,1,0,1,0,1,0,0,0,0.321,1.364,2269.397932,18.01450016,11.16628227,FourSeam Fastball
3,1,1,1,0,1,1,0,0,-0.154,0.858,1220.992048,-0.624844685,9.170881838,Splitter
3,1,2,1,0,1,1,1,0,-0.245,3.28,2260.234602,18.81275989,11.08208045,FourSeam Fastball
3,0,0,0,0,1,0,0,0,-0.605,3.201,2180.92552,15.68551113,10.61845645,FourSeam Fastball
1,0,0,1,0,0,0,0,0,-1.173,2.332,2033.198066,15.60313319,3.024212316,FourSeam Fastball
3,0,1,0,0,0,1,0,1,0.683,3.163,2276.900618,16.69326831,12.03877696,FourSeam Fastball
1,1,0,1,0,0,0,0,0,0.769,2.429,1998.910102,16.29617785,-0.422107205,FourSeam Fastball
1,2,0,1,0,0,0,0,0,1.178,2.247,1967.103828,16.42213725,5.38107796,FourSeam Fastball
1,3,0,1,0,0,0,0,0,1.132,2.591,2026.227973,16.86210154,2.635090783,FourSeam Fastball
1,0,0,0,0,1,0,0,0,0.277,2.026,1937.449897,3.839166626,-4.189371869,Slider
1,0,1,0,0,0,1,0,1,-0.403,2.202,2005.621772,7.095864758,-4.582502171,Slider
1,0,0,1,0,1,0,0,0,-0.64,2.706,2057.859199,16.55442522,6.365362361,FourSeam Fastball
1,0,1,1,0,0,0,0,0,-1.093,3.684,2138.97248,18.42569827,1.035241857,FourSeam Fastball
1,1,1,1,0,0,1,0,1,0.089,2.284,2088.736396,17.04797266,5.368087009,FourSeam Fastball
1,0,0,0,0,1,1,1,0,1.063,2.038,1796.960884,-2.561176553,20.44518967,TwoSeam Fastball
1,0,1,0,0,1,1,1,0,0.617,1.476,1707.326362,-3.332139745,17.79031678,TwoSeam Fastball
1,0,2,0,0,0,0,0,0,1.146,1.027,1622.410224,-3.352970138,16.69552536,TwoSeam Fastball
1,1,2,0,0,0,0,0,0,0.27,0.674,1638.190742,-2.516938224,15.95244808,TwoSeam Fastball
1,2,2,0,0,0,0,0,0,-0.323,0.965,1694.421577,-0.331112504,13.31041165,TwoSeam Fastball
1,3,2,0,0,0,1,0,1,-0.329,1.528,1493.695381,-0.224955764,11.17403813,TwoSeam Fastball
1,0,0,0,0,0,1,0,1,1.458,1.513,1733.615913,-1.546759024,14.66307659,TwoSeam Fastball
3,0,0,0,1,0,0,0,0,-0.842,3.034,2049.61009,11.54346611,-10.28484574,FourSeam Fastball
1,0,0,0,0,1,0,0,0,0.913,2.438,1887.069404,-2.025802627,14.99419804,TwoSeam Fastball
3,1,0,0,1,1,0,0,0,0.062,2.547,1933.630232,10.14276077,-10.87983552,FourSeam Fastball
3,1,1,0,1,1,1,0,0,0.079,2.708,1965.429792,3.364781633,4.148172468,Cut Fastball
1,0,1,0,0,1,1,0,0,1.379,1.97,1840.292305,-0.705812708,14.52352352,TwoSeam Fastball
1,0,2,0,0,0,0,0,0,1.612,4.053,2084.759101,12.95822428,11.99782009,FourSeam Fastball
3,1,2,0,1,1,1,1,0,0.114,3.496,1972.767561,13.31241085,-10.83484212,FourSeam Fastball
1,1,2,0,0,0,0,0,0,-3.465,-1.127,2237.721504,-1.466805831,-2.737067744,Slider
3,0,0,1,1,0,0,0,0,-1.062,2.609,1987.028303,12.39496471,-11.04146996,FourSeam Fastball
3,1,0,1,1,1,0,0,0,-0.565,2.05,1273.812239,-0.498662129,-9.305801779,Splitter
1,2,2,0,0,0,1,0,1,0.876,1.847,1892.123237,-0.264400125,16.23813553,TwoSeam Fastball
1,0,0,1,0,1,0,0,0,0.829,1.639,1858.685981,0.678569004,18.810672,TwoSeam Fastball
3,1,1,1,1,0,0,0,0,1.025,1.708,1966.502668,12.68783237,-11.92842904,FourSeam Fastball
3,2,1,1,1,0,1,0,1,0.338,0.943,1268.212996,-0.144604675,-10.07142296,Splitter
1,0,1,1,0,0,0,0,0,-1.008,3.164,2175.131416,11.08280943,13.10549755,FourSeam Fastball
1,1,1,1,0,0,0,0,0,0.525,0.644,1835.634956,-1.81504418,17.46637841,TwoSeam Fastball
3,0,0,0,0,0,0,0,0,-0.874,1.03,2241.13426,15.5802684,8.308876604,FourSeam Fastball
3,1,0,0,0,1,1,0,0,0.346,2.537,2369.25218,19.3947015,6.354487032,FourSeam Fastball
1,2,1,1,0,0,0,0,0,2.238,2.298,1792.421089,0.585634992,18.65724106,TwoSeam Fastball
1,3,1,1,0,0,0,0,0,-0.921,4.13,2316.081611,10.70693778,13.20154209,FourSeam Fastball
3,1,1,0,0,0,0,0,0,-0.61,1.577,2259.166487,15.13736297,12.57704696,FourSeam Fastball
3,2,1,0,0,1,1,0,0,0.446,2.925,2339.642805,16.00165416,8.581365198,FourSeam Fastball
1,0,0,0,0,0,0,0,0,1.567,1.643,1834.78437,3.89657639,20.38117905,TwoSeam Fastball
3,2,2,0,0,1,1,1,0,0.6,3.657,2291.144026,17.10974742,6.918802351,FourSeam Fastball
1,1,0,0,0,1,1,0,0,0.387,1.033,1677.063789,0.526521966,17.78080864,TwoSeam Fastball
1,1,1,0,0,0,0,0,0,-2.575,1.132,2376.379219,4.356279835,-7.088521764,Slider
1,2,1,0,0,0,1,0,1,-0.191,1.5,1939.49897,-2.024042621,18.0313427,TwoSeam Fastball
3,0,0,0,0,0,1,0,1,0.728,2.187,2325.318342,16.92954876,6.902853101,FourSeam Fastball
3,0,0,0,0,1,0,0,0,-0.405,3.263,2411.384993,15.6614814,5.906897634,FourSeam Fastball
3,0,1,0,0,0,1,0,1,-0.044,1.487,2061.578352,-14.56218003,-6.452594668,Curveball
3,0,0,1,0,1,0,0,0,0.113,1.828,2473.150129,17.57549335,8.261811823,FourSeam Fastball
3,0,1,1,0,1,1,0,0,0.233,2.543,2209.559065,16.261786,7.082913488,FourSeam Fastball
3,0,2,1,0,1,1,0,0,0.778,3.323,2403.400862,17.75118686,6.286697954,FourSeam Fastball
3,0,2,1,0,1,1,0,0,0.66,4.085,2255.134016,14.96110679,9.443993181,FourSeam Fastball
3,0,2,1,0,1,1,0,0,0.109,2.61,2287.29051,16.02400066,7.815528482,FourSeam Fastball
3,0,2,1,0,0,0,0,0,-0.299,0.223,2125.854231,-13.44491909,-2.413840204,Curveball
3,1,2,1,0,0,1,0,1,-0.367,2.526,2177.92259,14.32089378,9.010260195,FourSeam Fastball
3,0,0,0,0,1,0,0,0,-0.942,1.421,2326.708235,15.6134391,6.133635134,FourSeam Fastball
3,0,1,0,0,1,1,0,0,-0.388,1.729,2305.353743,15.05208541,6.477726549,FourSeam Fastball
3,0,2,0,0,1,1,1,0,-0.33,3.467,2321.992414,17.39343502,6.562845796,FourSeam Fastball
4,0,0,0,0,1,1,0,0,0.535,1.793,2361.979455,19.08062112,10.61985905,FourSeam Fastball
4,0,1,0,0,1,1,0,0,-0.325,2.929,2538.727013,18.92856729,9.476538964,FourSeam Fastball
4,0,2,0,0,1,1,0,0,-0.784,2.307,2034.542687,8.537815452,-3.976434402,Cut Fastball
4,0,2,0,0,0,0,0,0,1.222,4.102,2404.805871,18.43911874,10.32864315,FourSeam Fastball
4,1,2,0,0,0,1,0,1,-0.489,1.365,2034.902062,7.232185245,-0.691935472,Cut Fastball
4,0,0,1,0,0,0,0,0,0.527,0.979,2438.026085,22.04699647,8.873076744,FourSeam Fastball
4,1,0,1,0,0,0,0,0,1.205,0.852,2191.656212,12.46786249,17.06166489,TwoSeam Fastball
4,2,0,1,0,1,1,0,0,0.423,1.237,2169.932335,10.80910146,17.33649284,TwoSeam Fastball
4,2,1,1,0,0,0,0,0,0.954,3.189,2411.47921,19.14590776,9.504051514,FourSeam Fastball
4,3,1,1,0,0,1,0,1,0.099,2.153,2481.534386,16.96571863,10.11712391,FourSeam Fastball
4,0,0,0,0,0,1,0,1,-0.919,2.528,2219.659875,5.416287303,-0.800466768,Cut Fastball
4,0,0,1,0,1,1,0,0,-0.184,2.819,2285.406945,18.43270051,7.46692545,FourSeam Fastball
4,0,1,1,0,0,0,0,0,0.418,4.828,2541.95675,-11.9039923,-10.5082814,Curveball
4,1,1,1,0,0,1,0,1,0.671,3.157,1941.323815,16.3755945,10.06576378,Changeup
4,0,0,0,0,1,1,1,0,-0.05,2.742,2539.721642,20.57047975,9.006608315,FourSeam Fastball
4,0,1,0,0,0,1,0,1,-0.472,2.325,2291.627892,4.018087268,0.097954392,Cut Fastball
4,0,0,1,0,1,0,0,0,0.202,2.556,2526.549279,20.43088472,9.335829087,FourSeam Fastball
4,0,1,1,0,0,0,0,0,1.546,1.246,2419.96383,19.95558298,10.72603828,FourSeam Fastball
4,1,1,1,0,0,1,0,1,-0.234,2.955,2059.433556,6.140757918,-1.257777624,Cut Fastball
4,0,0,0,0,0,0,0,0,-0.838,2.969,2402.622521,17.89887178,7.813715763,FourSeam Fastball
4,1,0,0,0,0,0,0,0,-1.216,0.946,2124.295373,7.585460067,-3.376679115,Cut Fastball
4,2,0,0,0,1,1,0,0,-1.2,2.861,2427.679894,18.07384813,6.640267201,FourSeam Fastball
4,2,1,0,0,0,0,0,0,1.461,2.779,2483.089562,19.98523462,11.20051224,FourSeam Fastball
4,3,1,0,0,0,1,0,1,-0.254,3.164,2473.047082,18.26123941,9.89016182,FourSeam Fastball
4,0,0,1,0,0,0,0,0,-1.3,1.951,2510.816857,20.15953958,6.931822129,FourSeam Fastball
4,1,0,1,0,1,1,1,0,0.345,1.905,1976.20089,12.57850492,14.01045067,Changeup
4,1,1,1,0,1,0,0,0,0.018,3.034,2612.867882,-15.1955229,-8.293039016,Curveball
4,1,2,1,0,1,1,0,0,-0.708,3.848,2508.360802,18.20503747,8.814240761,FourSeam Fastball
4,1,2,1,0,0,0,0,0,1.867,2.726,2458.0859,19.39419878,10.22562916,FourSeam Fastball
4,2,2,1,0,0,1,0,1,-0.831,3.631,2438.305382,18.96458757,6.331159897,FourSeam Fastball
4,0,0,1,0,0,0,0,0,0.858,3.948,2485.874962,18.91838777,9.206212349,FourSeam Fastball
4,1,0,1,0,0,0,0,0,0.594,3.426,1969.711022,15.69126546,11.87287743,Changeup
4,2,0,1,0,1,0,0,0,-0.102,2.132,2456.454064,18.07551324,8.537572213,FourSeam Fastball
4,2,1,1,0,0,1,0,1,1.11,2.116,2044.857751,15.00355184,13.09144432,Changeup
4,0,0,0,0,1,1,1,0,0.07,2.065,2410.942101,20.33846986,6.807330437,FourSeam Fastball
4,0,1,0,0,1,0,0,0,0.786,1.9,2496.681115,17.58267915,10.01091511,FourSeam Fastball
4,0,2,0,0,0,0,0,0,-1.523,2.372,2108.753869,5.814181685,-2.60136383,Cut Fastball
4,1,2,0,0,0,0,0,0,0.916,3.679,2391.180382,19.99055803,6.481038399,FourSeam Fastball
4,2,2,0,0,0,0,0,0,0.825,0.929,2500.512902,18.35633409,10.07059223,FourSeam Fastball
4,3,2,0,0,0,0,0,0,-0.865,0.941,2228.799279,5.896967292,-0.569804125,Cut Fastball
4,0,0,1,0,1,0,0,0,-0.419,2.68,2430.758019,18.96245515,6.888050862,FourSeam Fastball
4,0,1,1,0,0,0,0,0,-1.701,2.62,2168.047814,8.205869555,-1.010207109,Cut Fastball
4,1,1,1,0,0,1,0,1,0.597,1.682,1984.57296,14.33438051,8.602639504,Changeup
4,0,0,0,0,0,0,0,0,-1.027,2.581,2562.063195,18.18283021,7.027645893,FourSeam Fastball
4,1,0,0,0,1,1,0,0,-0.541,2.641,2528.183312,15.44287145,5.531987019,FourSeam Fastball
4,1,1,0,0,1,1,0,0,-0.655,1.982,2003.278405,7.330166698,-2.311190061,Cut Fastball
4,1,2,0,0,0,1,0,1,-0.649,2.248,2439.245324,15.59617364,8.184965439,FourSeam Fastball
4,0,0,1,0,0,0,0,0,0.981,3.666,2671.573693,-12.31510222,-8.482744865,Curveball
4,1,0,1,0,1,0,0,0,0.678,2.468,2468.658898,18.59249437,8.268635102,FourSeam Fastball
4,1,1,1,0,1,1,0,0,0.271,3.039,2466.649865,18.11273706,9.80327446,FourSeam Fastball
4,1,2,1,0,0,0,0,0,1.32,1.468,2123.375451,12.27475774,11.80632908,Changeup
4,2,2,1,0,0,1,0,1,0.022,3.132,2373.035363,15.53397024,8.109841652,FourSeam Fastball
4,0,0,0,0,1,1,1,0,-0.577,2.912,2573.868371,17.55994928,7.337191887,FourSeam Fastball
4,0,1,0,0,0,1,0,1,-0.851,3.131,2494.20675,18.40370691,6.959945031,FourSeam Fastball
4,0,0,1,0,1,1,1,0,-0.41,1.379,2703.651818,-11.14687598,-12.15255135,Curveball
4,0,1,1,0,0,0,0,0,0.459,1.521,1921.296105,14.18322027,12.12570126,Changeup
4,1,1,1,0,0,0,0,0,1.518,2.991,2496.261437,17.02130258,7.490854569,FourSeam Fastball
4,2,1,1,0,0,1,0,1,0.739,2.336,1970.058556,11.92764604,9.029475518,Changeup
4,0,0,0,0,1,0,0,0,0.64,2.584,1884.897545,11.98919046,3.664117165,FourSeam Fastball
4,0,1,0,0,0,0,0,0,0.204,0.988,2216.786828,-10.62991297,-8.555268936,Curveball
4,1,1,0,0,1,1,1,0,-0.49,1.814,2100.382531,14.85909402,10.13227493,FourSeam Fastball
4,1,2,0,0,1,1,0,0,0.547,2.069,1738.744103,12.99063528,10.98233254,Changeup
4,1,2,0,0,0,0,0,0,-1.867,0.92,2253.846154,14.85982835,8.764413185,FourSeam Fastball
4,2,2,0,0,1,1,1,0,-0.188,1.859,2148.108849,12.86833227,8.550093003,FourSeam Fastball
4,0,0,1,0,1,0,0,0,0.127,2.22,2326.080529,-13.5496155,-10.52760094,Curveball
4,0,1,1,0,0,1,0,1,-0.238,1.853,2334.879357,-12.04257739,-10.98691528,Curveball
4,0,0,1,0,1,0,0,0,-0.076,1.945,2108.410851,13.74679315,9.783207245,FourSeam Fastball
4,0,1,1,0,0,0,0,0,2.28,4.257,1612.597008,11.65252817,13.19832069,Changeup
4,1,1,1,0,0,0,0,0,1.308,2.96,2048.630822,14.41767251,8.177227326,FourSeam Fastball
4,2,1,1,0,1,0,0,0,0.437,2.652,1875.484337,14.57898366,4.927254505,FourSeam Fastball
4,2,2,1,0,0,1,0,1,-0.541,2.841,1881.170128,13.49712217,5.789964505,FourSeam Fastball
4,0,0,0,0,1,1,0,0,-0.204,1.912,2039.870934,11.45840776,8.050390549,FourSeam Fastball
4,0,1,0,0,0,0,0,0,-0.684,0.446,2356.161584,-11.75998747,-14.38644665,Curveball
4,1,1,0,0,0,0,0,0,-0.125,1.428,2092.298058,13.18567407,10.00365955,FourSeam Fastball
4,2,1,0,0,0,0,0,0,-0.894,2.834,2101.104699,13.73803937,7.160165615,FourSeam Fastball
4,3,1,0,0,0,0,0,0,-0.411,0.819,2128.301476,13.77499425,8.692091294,FourSeam Fastball
4,0,0,1,0,1,1,1,0,0.127,2.616,2009.619347,14.78903329,5.765271969,FourSeam Fastball
4,0,1,1,0,0,0,0,0,1.351,1.999,1714.826989,4.271348596,13.72694428,TwoSeam Fastball
4,1,1,1,0,0,0,0,0,-0.701,1.132,1688.63485,10.13678491,9.695227928,Changeup
4,2,1,1,0,0,1,0,1,-0.501,3.401,2011.941857,13.60466802,3.022607394,FourSeam Fastball
4,0,0,0,0,0,0,0,0,0.489,1.031,1872.071984,14.15286958,9.963107415,FourSeam Fastball
4,1,0,0,0,0,0,0,0,-1.242,1.082,1846.970421,11.49524915,7.724805184,FourSeam Fastball
4,2,0,0,0,0,0,0,0,1.732,3.155,2054.195763,13.57079923,8.358698197,FourSeam Fastball
4,3,0,0,0,0,0,0,0,1.225,1.295,1965.923913,16.92571199,5.126957722,FourSeam Fastball
4,0,0,1,0,1,0,0,0,0.471,3.138,2148.438683,17.17954767,8.547807045,FourSeam Fastball
4,0,1,1,0,0,0,0,0,2.152,3.683,1661.585045,11.54172838,11.69381172,Changeup
4,1,1,1,0,1,1,0,0,0.664,2.472,2120.663537,16.22484243,10.89177448,FourSeam Fastball
4,1,2,1,0,0,1,0,1,0.234,3.086,2235.670861,-9.762718797,-11.25215881,Curveball
4,0,0,0,0,0,0,0,0,-0.374,0.946,2067.633507,13.56979978,9.788053818,FourSeam Fastball
4,1,0,0,0,1,1,0,0,-0.081,2.214,1674.096276,12.68243158,7.619211026,Changeup
4,1,1,0,0,0,0,0,0,-0.003,1.124,2174.017541,13.79433095,10.4852298,FourSeam Fastball
4,2,1,0,0,1,0,0,0,0.648,1.738,2023.799523,13.50620878,5.724243946,FourSeam Fastball
4,2,2,0,0,1,1,1,0,0.338,2.192,1725.202599,13.01843297,11.1533025,Changeup
4,0,0,1,0,1,0,0,0,0.553,2.773,1905.330529,12.92874563,8.300745316,FourSeam Fastball
4,0,1,1,0,0,0,0,0,0.473,4.224,2053.529992,13.2405647,7.496275254,FourSeam Fastball
4,1,1,1,0,0,1,0,1,0,2.152,2310.338097,-10.52529013,-9.637455635,Curveball
4,0,0,0,0,1,0,0,0,-0.864,1.853,1981.10421,14.61839139,5.792816468,FourSeam Fastball
4,0,1,0,0,0,0,0,0,-0.468,1.024,1803.167443,7.56346786,10.50559361,TwoSeam Fastball
4,1,1,0,0,0,1,0,1,1.068,3.137,2221.837853,15.23052728,13.81641991,FourSeam Fastball
4,0,0,1,0,0,0,0,0,1.091,3.547,2087.753869,16.33288991,3.955345459,FourSeam Fastball
4,1,0,1,0,0,1,0,1,-0.57,3.064,1821.581994,14.44287908,9.241731949,Changeup
4,0,0,1,0,1,1,0,0,0.372,2.81,1970.247521,15.64514863,4.705286808,FourSeam Fastball
4,0,1,1,0,1,1,0,0,0.731,2.679,2078.350548,15.29175127,7.872681923,FourSeam Fastball
4,0,2,1,0,0,0,0,0,-1.352,1.892,2164.623986,16.5069679,8.02519352,FourSeam Fastball
4,1,2,1,0,0,1,0,1,-0.604,2.678,2053.270714,11.99940145,8.308664627,FourSeam Fastball
4,0,0,0,0,0,1,0,1,-0.078,2.944,2094.783166,16.93317926,6.481253453,FourSeam Fastball
4,0,0,1,1,1,0,0,0,-0.337,2.061,2194.751916,2.454626083,-16.67411583,FourSeam Fastball
4,0,1,1,1,1,0,0,0,-0.5,1.811,2051.02755,-4.38431704,-12.79579418,TwoSeam Fastball
4,0,2,1,1,0,1,0,1,0,2.146,2240.185021,2.030740738,-16.43123405,FourSeam Fastball
4,0,0,0,1,1,1,0,0,-1.203,2.406,2050.899132,-5.271075368,-14.84355419,TwoSeam Fastball
4,0,1,0,1,1,1,0,0,0.04,2.688,1991.474572,-6.378921628,-12.32290714,TwoSeam Fastball
4,0,2,0,1,0,1,0,1,-0.867,2.392,2064.20382,1.143563941,-14.89880054,FourSeam Fastball
4,0,0,1,1,0,1,0,1,-0.494,3.031,2255.80172,2.680820942,-16.19184273,FourSeam Fastball
4,0,0,0,1,1,1,0,0,-0.251,1.332,1942.346032,-5.728888154,-12.13058155,TwoSeam Fastball
4,0,1,0,1,1,1,0,0,-0.067,2.855,2220.414025,5.755654216,-16.51420372,FourSeam Fastball
4,0,2,0,1,0,0,0,0,-1.431,2.279,1907.053429,-6.166306138,-12.5042197,TwoSeam Fastball
4,1,2,0,1,1,1,1,0,-1.361,1.103,1970.296105,-5.247184873,-11.91634338,TwoSeam Fastball
4,0,0,1,1,1,0,0,0,-0.617,1.861,2066.962121,-5.847461343,-12.19082325,TwoSeam Fastball
4,0,1,1,1,1,1,0,0,0.012,2.248,2309.802453,4.280645728,-15.07203358,FourSeam Fastball
4,0,2,1,1,0,0,0,0,1.914,1.152,2248.141808,8.958007216,5.799588032,Slider
4,1,2,1,1,0,1,0,1,0.417,1.5,2177.687951,9.830096602,-0.594183259,Slider
4,0,0,0,0,0,0,0,0,2.104,1.239,2324.263878,12.771891,12.73367722,TwoSeam Fastball
4,1,0,0,0,0,0,0,0,-0.758,0.479,2492.564904,8.287135005,-2.746693783,Slider
4,2,0,0,0,0,1,0,1,0.352,2.463,2334.639367,7.776027083,12.69934589,TwoSeam Fastball
4,0,0,1,0,0,0,0,0,-0.564,0.836,2396.297082,12.51435125,14.44255859,TwoSeam Fastball
4,1,0,1,0,0,0,0,0,-1.025,0.049,2592.757043,11.83465326,0.31199152,Slider
4,2,0,1,0,1,1,1,0,0.06,1.646,2362.232873,8.170350432,10.72576458,TwoSeam Fastball
4,2,1,1,0,0,0,0,0,1.095,1.704,2400.831017,7.951391578,-2.540062837,Slider
4,3,1,1,0,0,1,0,1,-0.093,2.8,2361.488732,11.58286703,12.5520919,TwoSeam Fastball
4,0,0,1,0,1,1,1,0,-0.803,1.387,2504.17672,4.907480359,-3.158806019,Slider
4,0,1,1,0,1,1,0,0,0.135,2.226,2379.346642,-14.16547263,-7.996138267,Curveball
4,0,2,1,0,0,1,0,1,-0.452,2.32,2350.057824,10.01338041,9.019798584,FourSeam Fastball
4,0,0,0,0,0,1,0,1,-0.647,1.902,2475.532921,10.88812387,-2.51987379,Slider
4,0,0,1,0,0,0,0,0,-0.1,0.067,2100.597863,6.690670848,19.77505905,TwoSeam Fastball
4,1,0,1,0,0,1,0,1,-0.117,2.096,2251.282677,7.483566642,14.61905891,TwoSeam Fastball
4,0,0,0,0,0,0,0,0,-1.09,1.273,2457.606164,6.982286334,-4.902328186,Slider
4,1,0,0,0,0,0,0,0,-1.021,0.986,2471.872765,6.173560977,-5.056216888,Slider
4,2,0,0,0,0,0,0,0,1.23,1.922,2316.546593,8.107374549,14.14618332,TwoSeam Fastball
4,3,0,0,0,0,0,0,0,1.147,2.025,2251.250451,8.53598392,13.90527184,TwoSeam Fastball
4,0,0,0,0,1,0,0,0,-0.349,3.098,2079.818322,15.54228914,8.949969597,FourSeam Fastball
4,0,1,0,0,0,0,0,0,1.06,2.38,2032.630456,17.7821573,12.97172768,TwoSeam Fastball
4,1,1,0,0,0,0,0,0,1.301,3.509,1984.233239,14.88407648,14.65183956,TwoSeam Fastball
4,2,1,0,0,1,1,1,0,-1.112,1.531,2527.928185,1.776915729,-5.240348987,Slider
4,2,2,0,0,1,1,0,0,0.279,2.794,2033.161217,14.83660257,13.32989914,TwoSeam Fastball
4,2,2,0,0,0,0,0,0,-1.687,0.817,2571.960656,1.835798085,-6.569831066,Slider
4,3,2,0,0,0,1,0,1,0.552,2.248,2241.173546,17.56100786,8.453536339,FourSeam Fastball
4,0,0,1,0,0,0,0,0,0.494,3.434,2072.619591,10.14920461,15.93054897,TwoSeam Fastball
4,1,0,1,0,1,1,0,0,0.097,2.234,2056.630578,14.20066392,13.46862347,TwoSeam Fastball
3,0,0,1,0,1,0,0,0,-0.192,2.039,2303.637047,16.15230057,4.926542282,FourSeam Fastball
4,1,1,1,0,0,0,0,0,-1.295,1.88,2240.922814,18.72133195,11.5281337,FourSeam Fastball
3,0,1,1,0,0,1,0,1,-0.617,2.864,2267.835777,17.27362893,4.485496044,FourSeam Fastball
4,2,1,1,0,0,0,0,0,-1.955,-0.151,2688.050255,3.907761455,5.086215802,Slider
4,3,1,1,0,0,0,0,0,0.912,2.577,2162.580773,11.53862417,16.82107574,TwoSeam Fastball
3,0,0,1,0,0,0,0,0,1.367,3.167,1723.950645,7.853818633,14.8323493,Changeup
4,0,0,0,0,1,0,0,0,0.387,3.423,2539.336632,6.977893233,-4.844349079,Slider
3,1,0,1,0,1,1,0,0,0.423,2.394,2257.83065,16.10163186,3.647615671,FourSeam Fastball
4,0,1,0,0,0,0,0,0,-0.681,1.659,2583.705041,3.611027598,-5.244239025,Slider
3,1,1,1,0,1,0,0,0,0.466,1.745,2337.02523,18.50255845,5.318489552,FourSeam Fastball
3,1,2,1,0,0,1,0,1,0.27,1.219,2652.926109,3.552218653,-8.130953789,Slider
4,1,1,0,0,1,1,0,0,0.51,3.362,1930.197716,12.66032827,10.69773418,TwoSeam Fastball
4,1,2,0,0,0,0,0,0,-2.591,0.512,2564.899865,3.510596633,-5.387210064,Slider
3,0,0,1,0,1,1,1,0,0.724,0.917,1696.744957,0.811073281,16.63356447,Changeup
3,0,1,1,0,1,1,0,0,0.799,1.727,1929.733238,3.428271987,12.96945906,Changeup
4,2,2,0,0,0,1,0,1,-0.068,1.59,2488.520959,3.703430295,-4.78661745,Slider
4,0,0,1,0,0,1,0,1,0.667,1.985,1613.183678,12.7895273,15.58448441,Changeup
3,0,2,1,0,0,1,0,1,0.246,0.968,1921.655601,5.658474661,13.11749029,Changeup
3,0,0,0,0,0,0,0,0,0.003,1.334,2586.457115,-10.42142608,-10.38063192,Curveball
3,1,0,0,0,0,0,0,0,1.111,2.975,2605.670006,-10.04553821,-14.03595304,Curveball
3,2,0,0,0,0,1,0,1,-0.152,2.026,1938.189049,7.768104769,12.5156951,Changeup
3,0,0,0,0,0,0,0,0,-0.749,1.22,2358.441734,17.16309426,2.773763418,FourSeam Fastball
3,1,0,0,0,0,0,0,0,0.195,1.597,2560.089195,7.062572695,-5.594438553,Slider
3,2,0,0,0,0,0,0,0,-1.088,1.424,2590.224449,3.173722245,-5.296969891,Slider
4,0,0,0,0,1,1,1,0,0.542,2.034,2053.262169,12.45550668,16.44572098,TwoSeam Fastball
3,3,0,0,0,1,0,0,0,-0.612,1.362,2404.392418,17.08562348,-2.87183857,FourSeam Fastball
4,0,1,0,0,0,0,0,0,-1.321,0.862,2491.483605,4.942555785,-4.457375221,Slider
3,3,1,0,0,1,0,0,0,0.429,1.996,2404.438316,16.22476838,-3.609072447,FourSeam Fastball
3,3,2,0,0,1,1,1,0,-1.29,1.858,2606.462242,7.615359046,-5.901638031,Slider
4,1,1,0,0,1,1,0,0,0.587,2.111,2130.799523,12.9276756,16.2047847,TwoSeam Fastball
4,1,2,0,0,0,0,0,0,-2.077,1.505,2264.664025,18.49886644,9.223765679,FourSeam Fastball
4,2,2,0,0,0,0,0,0,-0.985,0.654,2617.354455,3.571787,-3.364926271,Slider
4,3,2,0,0,1,1,0,0,0.179,2.271,2161.065392,16.95193803,11.14256126,FourSeam Fastball
4,3,2,0,0,1,1,0,0,0.408,2.389,2060.697228,13.30086839,14.97833092,TwoSeam Fastball
4,3,2,0,0,1,1,0,0,0.699,2.048,2094.512414,12.39678514,16.37643272,TwoSeam Fastball
